,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
38229,71,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  02:02:34 ,119415847,62,63,514,452,328,885,822,570,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,14.04761905,40.37263069,281,6,13.04761905,40.37263069,277,2,9.047619048,40.37263069,11.71536304,10.66860079,7.519939962,1.046762244,963031.0242,992540.0517,2090922,249,119415244,1957626.951,207728.5943,2091765,739984,119415157,1926050.919,322872.2074,2091861,249,620,62,124,630,63,252,0.519194073,0.527568171,11.192,7,282,28.71570774,824.591871,10.192,6,281,28.71570774,824.591871,7.184,2,277,28.63208892,819.7965161,0,0,0,0,0,0,0,0,3,12,125,MASTER,1,129,0,0,0,62,63,INIT_DATA
13283,874,192.168.1.12-192.168.1.3-46578-20003,192.168.1.12,192.168.1.3,46578,20003,6, 15/05/2020  21:58:08 ,118060823,67,69,539,472,338,1371,1302,1026,17,5,8.044776119,1.770403445,16,4,7.044776119,1.770403445,14,2,5.044776119,1.770403445,282,7,19.86956522,53.81665854,281,6,18.86956522,53.81665854,277,2,14.86956522,53.81665854,16.17810169,15.02615309,11.55336686,1.151948602,874524.6148,973999.7052,2000524,717,118059884,1788786.121,550601.9846,2001637,23723,118059981,1736176.191,618300.7675,2001691,24276,670,67,134,690,69,276,0.567504091,0.584444511,14.04411765,5,282,38.6727711,1495.583224,13.04411765,4,281,38.6727711,1495.583224,10.02941176,2,277,38.53155343,1484.68061,0,0,0,0,0,0,0,0,4,11,136,MASTER,1,129,0,0,0,67,69,COLD_RESTART
32288,169,192.168.1.12-192.168.1.5-40222-20000,192.168.1.12,192.168.1.5,40222,20000,6, 16/05/2020  20:18:53 ,240,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4195833.333,4187500,4162500,8333.333333,240,-1,240,240,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4166.666667,4166.666667,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
7283,149,192.168.1.2-192.168.1.4-48768-20000,192.168.1.2,192.168.1.4,48768,20000,6, 15/05/2020  00:44:02 ,118056205,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67050203,14.60321378,11.38440796,1.067288246,944449.64,1001020.121,2001146,75,118055900,1935342.623,356531.2719,2001286,8957,118055969,1873904.27,484885.6303,2001356,9201,620,62,124,640,64,256,0.525173582,0.542114665,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,12,126,MASTER,1,129,0,0,0,62,64,NORMAL
38023,262,192.168.1.5-192.168.1.2-20000-43773,192.168.1.5,192.168.1.2,20000,43773,6, 16/05/2020  20:02:16 ,29277105,18,17,570,552,480,142,125,91,282,7,31.66666667,74.05641729,281,6,30.66666667,74.05641729,277,2,26.66666667,74.05641729,17,5,8.352941176,2.343639703,16,4,7.352941176,2.343639703,14,2,5.352941176,2.343639703,24.31934442,23.12387102,19.50329447,1.195473391,861091.3235,987093.9605,2000957,241,29277105,1722182.647,659737.6508,2001273,29298,29276213,1829763.313,514172.248,2001304,29216,180,18,72,170,17,34,0.614814887,0.580658504,20.34285714,5,282,53.70778389,2884.52605,19.34285714,4,281,53.70778389,2884.52605,16.31428571,2,277,53.49368925,2861.57479,0,0,0,0,0,0,0,0,13,1,35,OUTSTATION,1,129,0,0,0,17,18,NORMAL
185,76,192.168.1.5-192.168.1.2-20000-51789,192.168.1.5,192.168.1.2,20000,51789,6, 18/05/2020  21:23:35 ,112191287,9,9,63,54,18,90,81,63,7,7,7,0,6,6,6,0,2,2,2,0,17,8,10,3.968626967,16,7,9,3.968626967,14,5,7,3.968626967,1.363742266,1.203302,0.7219812,0.160440267,6599487.471,7252844.852,27030401,230152,24373119,3046639.875,4512940.819,14056791,464565,102146878,12768359.75,8149668.477,27030401,4076041,90,9,36,90,9,18,0.080220133,0.080220133,8.5,7,17,3.129555503,9.794117647,7.5,6,16,3.129555503,9.794117647,4.5,2,14,3.745585637,14.02941176,1289541,2462600.144,6285287,0,12224864.75,7078651.879,27030401,6013368,13,1,18,OUTSTATION,1,129,0,0,0,9,9,REPLAY
24736,428,192.168.1.1-192.168.1.3-39480-20000,192.168.1.1,192.168.1.3,39480,20000,6, 16/05/2020  17:48:25 ,322,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3127329.193,3121118.012,3102484.472,6211.180124,322,-1,322,322,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3105.590062,3105.590062,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
27974,327,192.168.1.3-192.168.1.1-20000-38416,192.168.1.3,192.168.1.1,20000,38416,6, 16/05/2020  15:54:34 ,117,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,8606837.607,8589743.59,8538461.538,17094.01709,117,-1,117,117,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,8547.008547,8547.008547,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
34478,199,192.168.1.1-192.168.1.3-40238-20000,192.168.1.1,192.168.1.3,40238,20000,6, 16/05/2020  19:48:16 ,55,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,18309090.91,18272727.27,18163636.36,36363.63636,55,-1,55,55,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,18181.81818,18181.81818,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
783,38,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  12:36:14 ,118337932,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63319528,14.56844793,11.35730511,1.064747354,946703.456,988618.4,2203180,272,118337110,1939952.623,252759.4769,2203716,934972,118337131,1878367.159,423498.6982,2204035,272,620,62,124,640,64,256,0.523923301,0.540824053,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
742,117,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  15:14:53 ,118495797,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.61236809,14.54903924,11.34217444,1.063328854,947966.376,998701.9092,2075138,200,118495210,1942544.426,316329.248,2076059,163993,118494878,1880871.079,463319.7095,2075901,200,620,62,124,640,64,256,0.523225309,0.540103545,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,STOP_APP
1652,187,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  14:26:43 ,118659221,63,64,522,459,333,1336,1272,1016,17,8,8.285714286,1.590582886,16,7,7.285714286,1.590582886,14,5,5.285714286,1.590582886,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65828584,14.58799397,11.36869085,1.070291874,941739.8492,994401.667,2075365,194,118658969,1913854.339,369593.1881,2075752,133308,118659027,1883476.619,448741.0044,2203499,435,630,63,126,640,64,256,0.530932189,0.539359684,14.62992126,7,282,39.96423066,1597.139733,13.62992126,6,281,39.96423066,1597.139733,10.62204724,2,277,39.81782506,1585.459193,0,0,0,0,0,0,0,0,3,12,127,MASTER,1,129,0,0,0,63,64,STOP_APP
20468,854,192.168.1.2-192.168.1.9-39535-20000,192.168.1.2,192.168.1.9,39535,20000,6, 16/05/2020  02:42:08 ,118062835,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66962203,14.60239372,11.38376865,1.067228311,944502.68,985923.3741,2000492,534,118061836,1935439.934,251058.8372,2002064,887179,118061874,1873998,421843.5471,2002069,534,620,62,124,640,64,256,0.52514409,0.542084222,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,17,126,MASTER,1,129,0,0,0,62,64,NORMAL
1713,272,192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002,6, 15/05/2020  01:46:04 ,118058920,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20377351,15.08568772,11.71448968,1.118085783,901213.1298,979772.053,2001521,209,118058711,1844667.359,465235.6644,2001817,17899,118058705,1788768.258,555852.1303,2001889,544,650,65,130,670,67,268,0.550572545,0.567513238,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,3,15,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
20718,237,192.168.1.12-192.168.1.5-56527-20003,192.168.1.12,192.168.1.5,56527,20003,6, 16/05/2020  01:08:03 ,118058432,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07678476,14.94175359,11.51971932,1.135031168,887657.3835,972720.7331,2002158,117,118058124,1816278.831,494414.6677,2002399,17734,118058231,1762063.149,573941.7262,2002399,17836,660,66,132,680,68,272,0.559045202,0.575985966,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,13,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
24496,188,192.168.1.1-192.168.1.3-38520-20000,192.168.1.1,192.168.1.3,38520,20000,6, 16/05/2020  16:05:54 ,188,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,5356382.979,5345744.681,5313829.787,10638.29787,188,-1,188,188,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,5319.148936,5319.148936,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
39567,337,192.168.1.2-192.168.1.4-58174-20000,192.168.1.2,192.168.1.4,58174,20000,6, 19/05/2020  03:24:07 ,118059255,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67009719,14.60283652,11.38411385,1.067260673,944474.04,1000476.941,2000970,573,118058661,1935387.885,356476.7734,2001742,10764,118058234,1873940.222,484817.1917,2001604,10877,620,62,124,640,64,256,0.525160014,0.54210066,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,12,126,MASTER,1,129,0,0,0,62,64,NORMAL
20624,141,192.168.1.11-192.168.1.5-36435-20002,192.168.1.11,192.168.1.5,36435,20002,6, 16/05/2020  00:20:02 ,118058474,64,66,524,460,332,1350,1284,1020,17,5,8.1875,1.679710859,16,4,7.1875,1.679710859,14,2,5.1875,1.679710859,282,7,20.45454545,54.97193181,281,6,19.45454545,54.97193181,277,2,15.45454545,54.97193181,15.87348995,14.7723407,11.45195219,1.101149249,915181.969,983613.8289,2001053,186,118058075,1873937.698,419250.914,2001354,30165,118058253,1816280.815,523424.1025,2001457,560,640,64,128,660,66,264,0.542104246,0.559045003,14.41538462,5,282,39.52151501,1561.950149,13.41538462,4,281,39.52151501,1561.950149,10.4,2,277,39.37763895,1550.59845,0,0,0,0,0,0,0,0,3,13,130,MASTER,1,129,0,0,0,64,66,WARM_RESTART
27856,792,192.168.1.4-192.168.1.2-20000-48928,192.168.1.4,192.168.1.2,20000,48928,6, 16/05/2020  16:35:51 ,19966924,11,11,77,66,22,85,74,52,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.727272727,0.904534034,7,4,6.727272727,0.904534034,5,2,4.727272727,0.904534034,8.113417971,7.011595777,3.706129196,1.101822194,950805.9048,1021028.746,2000406,198,19966924,1996692.4,13773.6811,2001361,1957495,19965710,1996571,14026.97731,2001081,1956650,110,11,44,110,11,22,0.550911097,0.550911097,7.363636364,5,8,0.7267314,0.528138528,6.363636364,4,7,0.7267314,0.528138528,3.363636364,2,5,1.528941574,2.337662338,0,0,0,0,0,0,0,0,12,1,22,OUTSTATION,1,129,0,0,0,11,11,NORMAL
5843,116,192.168.1.1-192.168.1.3-45480-20001,192.168.1.1,192.168.1.3,45480,20001,6, 15/05/2020  00:28:02 ,118060358,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20357614,15.08550398,11.714347,1.118072164,901224.1069,971413.1787,2001844,144,118060214,1844690.844,424754.0133,2002287,162812,118060152,1788790.182,525672.3332,2002216,357,650,65,130,670,67,268,0.550565839,0.567506326,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,2,11,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
665,109,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  22:27:04 ,105498503,14,17,148,134,106,1912,1895,1827,17,8,10.57142857,4.219265078,16,7,9.571428571,4.219265078,14,5,7.571428571,4.219265078,468,7,112.4705882,144.9073487,467,6,111.4705882,144.9073487,463,2,107.4705882,144.9073487,19.52634342,19.23250039,18.32253487,0.293843032,3516616.767,5130983.534,16728143,251,105498503,8115269.462,8942799.109,27277529,2000699,88769797,5548112.313,5362929.499,15896740,656,140,14,28,170,17,68,0.132703305,0.161139727,66.4516129,7,468,117.7454426,13863.98925,65.4516129,6,467,117.7454426,13863.98925,62.35483871,2,463,117.3060238,13760.70323,2083762.5,3779091.064,10005350,0,11103550.38,3972733.568,16728143,6185319,1,11,31,MASTER,1,129,0,0,0,14,17,REPLAY
693,68,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  13:36:31 ,118500726,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6117187,14.54843407,11.34170267,1.063284625,948005.808,999048.7789,2086162,267,118499988,1942622.754,318555.0626,2087068,120012,118499940,1880951.429,464834.8804,2086850,267,620,62,124,640,64,256,0.523203546,0.540081079,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,STOP_APP
744,75,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  21:16:05 ,118326226,39,39,330,291,213,1161,1122,966,17,8,8.461538462,2.011102785,16,7,7.461538462,2.011102785,14,5,5.461538462,2.011102785,282,7,29.76923077,70.36613328,281,6,28.76923077,70.36613328,277,2,24.76923077,70.36613328,12.60075683,11.9415623,9.963978738,0.659194522,1536704.234,2726932.005,14656089,106,118326031,3113842.921,3199400.104,14656089,603,118325984,3113841.684,4166340.492,22232107,378,390,39,78,390,39,156,0.329597261,0.329597261,19.11538462,7,282,50.60157093,2560.518981,18.11538462,6,281,50.60157093,2560.518981,15.11538462,2,277,50.39789234,2539.947552,6048986.143,8193524.357,22033937,0,9289082.286,2541997.236,14656089,7032402,1,12,78,MASTER,1,129,0,0,0,39,39,REPLAY
31777,214,192.168.1.11-192.168.1.4-39022-20000,192.168.1.11,192.168.1.4,39022,20000,6, 16/05/2020  20:37:24 ,486,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2072016.461,2067901.235,2055555.556,4115.226337,486,-1,486,486,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2057.613169,2057.613169,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
40,40,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  20:01:44 ,114904599,6,7,66,60,48,1415,1408,1380,17,8,11,4.647580015,16,7,10,4.647580015,14,5,8,4.647580015,468,7,202.1428571,209.2298804,467,6,201.1428571,209.2298804,463,2,197.1428571,209.2298804,12.88895321,12.77581587,12.427701,0.113137334,9575383.25,11372167.02,35617275,14884,114904599,22980919.8,16330637.33,42874930,5901690,94460644,15743440.67,27888181.43,68888743,14884,60,6,12,70,7,28,0.052217231,0.060920103,113.9230769,7,468,178.14061,31734.07692,112.9230769,6,467,178.14061,31734.07692,109.8461538,2,463,177.5649394,31529.30769,58652.875,108935.6625,250502,0,14304422,11249293.1,35617275,5901690,1,12,13,MASTER,1,129,0,0,0,6,7,REPLAY
40132,62,192.168.1.2-192.168.1.5-34871-20000,192.168.1.2,192.168.1.5,34871,20000,6, 19/05/2020  00:42:03 ,118058287,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67022567,14.60295625,11.38420719,1.067269424,944466.296,1001102.06,2001041,210,118058019,1935377.361,353838.3691,2001323,15759,118057908,1873935.048,485506.4044,2001336,455,620,62,124,640,64,256,0.52516432,0.542105104,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,13,126,MASTER,1,129,0,0,0,62,64,NORMAL
16075,340,192.168.1.11-192.168.1.9-39338-20002,192.168.1.11,192.168.1.9,39338,20002,6, 15/05/2020  21:10:04 ,118054180,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.0773638,14.94229175,11.52013423,1.135072049,887625.4135,970655.3038,2001782,208,118053889,1816213.677,486018.6198,2002052,16851,118053922,1761998.836,566962.831,2002051,17012,660,66,132,680,68,272,0.559065338,0.576006711,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,17,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
1798,93,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  12:52:16 ,118314351,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6363111,14.57135153,11.35956871,1.064959567,946514.808,988862.4559,2071082,231,118314058,1939574.721,253001.6206,2071356,843901,118314105,1878001.667,423583.0973,2071329,307,620,62,124,640,64,256,0.524027723,0.540931844,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
755,86,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  21:39:26 ,116118523,28,29,242,214,158,1091,1062,946,17,8,8.642857143,2.360387377,16,7,7.642857143,2.360387377,14,5,5.642857143,2.360387377,282,7,37.62068966,80.44093387,281,6,36.62068966,80.44093387,277,2,32.62068966,80.44093387,11.47964998,10.98877222,9.507527064,0.490877756,2073545.054,4223165.212,26252330,157,116118523,4300686.037,5344454.858,26483876,852,115999615,4142843.393,5499397.683,26252330,410,280,28,56,290,29,116,0.241132933,0.249744823,23.38596491,7,282,58.75091318,3451.669799,22.38596491,6,281,58.75091318,3451.669799,19.36842105,2,277,58.50812873,3423.201128,5737350,7368737.808,17005346,227,10833915.14,7058182.453,26252330,5935802,1,12,57,MASTER,1,129,0,0,0,28,29,REPLAY
38374,96,192.168.1.12-192.168.1.5-57624-20003,192.168.1.12,192.168.1.5,57624,20003,6, 19/05/2020  02:52:30 ,118364834,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62964216,14.5651368,11.35472382,1.064505358,946918.672,1000096.751,2203916,333,118363978,1940393.082,332030.6893,2204749,25915,118363681,1878788.587,473625.2005,2204843,333,620,62,124,640,64,256,0.523804224,0.540701134,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
564,8,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  18:51:42 ,119654204,40,39,338,298,218,1622,1583,1427,17,8,8.45,1.986492851,16,7,7.45,1.986492851,14,5,5.45,1.986492851,282,7,41.58974359,84.59367836,281,6,40.58974359,84.59367836,277,2,36.58974359,84.59367836,16.38053603,15.72030014,13.74794988,0.660235891,1534028.256,2373157.128,11040953,207,119653859,3068047.667,2594578.413,11041160,603279,119653879,3148786.289,3668301.448,15967240,502,400,40,80,390,39,156,0.334296654,0.325939237,24.81012658,7,282,61.37026674,3766.30964,23.81012658,6,281,61.37026674,3766.30964,20.82278481,2,277,61.10452572,3733.763064,7341730.143,11979336.11,32317188,0,8033670.143,2103936.859,11040953,5039296,1,11,79,MASTER,1,129,0,0,0,40,39,REPLAY
17187,453,192.168.1.2-192.168.1.9-55050-20000,192.168.1.2,192.168.1.9,55050,20000,6, 15/05/2020  22:06:06 ,118058018,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67026138,14.60298952,11.38423313,1.067271856,944464.144,1000826.161,2002824,106,118057784,1935373.508,355363.4967,2002997,15069,118057730,1873932.222,483989.5383,2003036,15525,620,62,124,640,64,256,0.525165517,0.54210634,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,17,126,MASTER,1,129,0,0,0,62,64,NORMAL
